20	1	26.614871667935386	2.1606422441075344	1.6333127620124486	-3.11752538646701	{low}_1p	0	435
20	1	25.597116539671365	1.3957586708462228	1.095738631655491	-0.51366458457216	{low}_1p	1	405
20	1	20.690813853081327	0.14431669901515667	0.11487498468823742	0.949795215278985	{low}_1p	2	320
20	1	25.914281401545935	1.4484023262061396	1.0767924470959371	-0.201834650601352	{low}_1p	3	434
20	1	22.387155772283347	0.34439811650705876	0.27709321199279374	1.35822885911592	{low}_1p	4	220
20	1	25.330148976180684	0.942037021212812	0.6767014920498983	7.70399513785774	{low}_1p	5	486
20	1	24.33583675842258	0.7728089646735947	0.5748644339722627	0.615297005506835	{low}_1p	6	411
20	1	25.10628524040642	1.1693741027378919	0.8883757342917805	2.06220419554272	{low}_1p	7	409
20	1	26.612832413667828	2.3134755977890062	1.7823377315308495	-4.18249761408312	{low}_1p	8	432
20	1	25.921090750526137	1.4036034563802557	1.050610674578108	3.45198872414856	{low}_1p	9	477
20	1	23.832249502229185	0.5483226617698133	0.4323233838185632	1.71873730911034	{low}_1p	10	359
20	1	26.61063550942457	1.6440292379957904	1.2185351014703512	-2.1638091632066	{low}_1p	11	430
20	1	26.367197317880795	2.381974687700299	1.8501423421863332	-4.60208539535078	{low}_1p	12	288
20	1	24.229819166255353	0.6788678398777934	0.542444966422936	-4.43682927010006	{low}_1p	13	411
20	1	22.937688470291334	0.3326936743591089	0.25009126637221696	-4.10797900755673	{low}_1p	14	413
20	1	24.53334855492835	0.820437523129302	0.6492701193366238	0.776432295445252	{low}_1p	15	293
20	1	23.782143063005183	0.6682431067189936	0.530765689990487	0.140764051000144	{low}_1p	16	409
20	1	25.533361132918024	1.371678577943689	1.0403742267900469	-0.675109092943959	{low}_1p	17	455
20	1	25.915224156049717	1.227130391853473	0.8917399891794601	-0.242071417797754	{low}_1p	18	483
20	1	25.710044108398076	1.093480413608974	0.7905247907718892	1.52823066923023	{low}_1p	19	453
20	1	29.05727466522677	7.083832343080882	5.370755572760324	11.9007895335473	{low}_1p	20	505
20	1	26.31298530249059	1.9975395817846322	1.5273317619536362	4.8154355976486	{low}_1p	21	290
20	1	25.227921487424464	1.2571842088165188	1.0342914448657567	1.70830825212905	{low}_1p	22	338
20	1	25.488200171107927	1.4860370131860723	1.1405686352912519	-2.06713138985066	{low}_1p	23	482
20	1	26.03788825517031	1.6510081672825443	1.2641028181505478	3.56150201653106	{low}_1p	24	431
20	1	21.924719090107526	0.24376164709458964	0.18619964846906634	1.01647580825484	{low}_1p	25	266
20	1	23.80124584198718	0.49398473476757165	0.3735855668875523	-0.746564880824737	{low}_1p	26	442
20	1	23.88767501627212	0.5590145596429925	0.42316060462550004	-0.9654930580776	{low}_1p	27	8767
20	1	25.100306446273336	1.187245686525168	0.971861169084462	-2.60766310620981	{low}_1p	28	514
20	1	26.975717925357458	2.2872095940084147	1.6521698738688013	2.35810996192324	{low}_1p	29	430
